,Observation_ID,Event_ID,Species_ID
285,20210520100154-657054960.727692,20210520095649-107375323.77243,20200813140240-941978275.775909
286,20210520100211-191922485.8284,20210520095649-107375323.77243,20200813140240-887522280.216217
287,20210520100327-530212521.55304,20210520100326-928785979.747772,20200813140240-61015367.5079346
288,20210520100505-169873476.028442,20210520100326-928785979.747772,20200813140240-777261734.008789
289,20210520100515-872546851.634979,20210520100326-928785979.747772,20200813140240-887522280.216217
290,20210520100602-322717666.625977,20210520100602-30950605.8692932,20200813140240-61015367.5079346
291,20210520100648-864534497.261047,20210520100602-30950605.8692932,20200813140240-941978275.775909
292,20210520100659-542941153.049469,20210520100602-30950605.8692932,20200813140240-777261734.008789
293,20210520100712-620209574.699402,20210520100602-30950605.8692932,20200813140240-887522280.216217
294,20210520100820-28885781.7649841,20210520100820-130420446.395874,20200813140240-777261734.008789
295,20210520100939-721895098.686218,20210520100820-130420446.395874,20200813140240-61015367.5079346
296,20210520100951-422918260.097504,20210520100820-130420446.395874,20200813140240-941978275.775909
297,20210520101403-680819392.204285,20210520101403-489830434.322357,20200813140240-941978275.775909
298,20210520101446-584529280.662537,20210520101403-489830434.322357,20200813140240-777261734.008789
299,20210520101459-747415781.021118,20210520101403-489830434.322357,20200813140240-61015367.5079346
300,20210520101528-119544029.23584,20210520101403-489830434.322357,20200813140240-887522280.216217
301,20210520101602-468005657.196045,20210520101602-216733515.262604,20200813140240-61015367.5079346
302,20210520101707-696100771.427155,20210520101602-216733515.262604,20200813140240-941978275.775909
303,20210520101723-356586277.484894,20210520101602-216733515.262604,20200813140240-777261734.008789
304,20210520101736-347832679.748535,20210520101602-216733515.262604,20200813140240-842469632.62558
305,20210520101744-77684700.4890442,20210520101602-216733515.262604,20200813140240-887522280.216217
306,20210520101856-281503438.949585,20210520101856-395844280.719757,20200813140240-941978275.775909
307,20210520101933-557501018.047333,20210520101856-395844280.719757,20200813140240-777261734.008789
308,20210520101941-692994534.96933,20210520101856-395844280.719757,20200813140240-61015367.5079346
309,20210520131720-301948010.921478,20210520131528-814490020.275116,20200813140240-941978275.775909
310,20210520131808-414032697.677612,20210520131528-814490020.275116,20200813140240-641774833.202362
311,20210520131817-961953163.146973,20210520131528-814490020.275116,20200813140240-777261734.008789
312,20210520131827-524868428.707123,20210520131528-814490020.275116,20200813140240-871533870.697021
313,20210520131837-468700110.912323,20210520131528-814490020.275116,20200813140240-61015367.5079346
314,20210520131849-279342055.32074,20210520131528-814490020.275116,20200813140240-887522280.216217
315,20210520131857-589163005.35202,20210520131528-814490020.275116,20200813140240-34356594.0856934
316,20210520132003-533873081.207275,20210520132003-243931353.092194,20200813140240-887522280.216217
317,20210520132045-100052237.510681,20210520132003-243931353.092194,20200813140240-777261734.008789
318,20210520132054-295772850.513458,20210520132003-243931353.092194,20200813140240-641774833.202362
319,20210520132103-948571085.929871,20210520132003-243931353.092194,20200813140240-941978275.775909
320,20210520132113-160441517.829895,20210520132003-243931353.092194,20200813140240-61015367.5079346
321,20210520132121-412766814.231873,20210520132003-243931353.092194,20200813140240-34356594.0856934
322,20210520132228-80714643.0015564,20210520132228-583359003.067017,20200813140240-61015367.5079346
323,20210520132314-289665043.354034,20210520132228-583359003.067017,20200813140240-777261734.008789
324,20210520132323-428456366.062164,20210520132228-583359003.067017,20200813140240-887522280.216217
325,20210520132333-913717567.920685,20210520132228-583359003.067017,20200813140240-941978275.775909
326,20210520133307-210368633.270264,20210520133307-18758356.5711975,20200813140240-941978275.775909
327,20210520133356-536794066.429138,20210520133307-18758356.5711975,20200813140240-34356594.0856934
328,20210520133405-827411830.425262,20210520133307-18758356.5711975,20200813140240-887522280.216217
329,20210520133415-357023119.926453,20210520133307-18758356.5711975,20200813140240-641774833.202362
330,20210520133423-928785979.747772,20210520133307-18758356.5711975,20200813140240-777261734.008789
331,20210520133432-401842057.704926,20210520133307-18758356.5711975,20200813140240-61015367.5079346
332,20210520133527-927616536.617279,20210520133527-169873476.028442,20200813140240-887522280.216217
333,20210520133625-750687718.391418,20210520133527-169873476.028442,20200813140240-228228032.588959
334,20210520133634-256628930.568695,20210520133527-169873476.028442,20200813140240-777261734.008789
335,20210520133644-322717666.625977,20210520133527-169873476.028442,20200813140240-941978275.775909
336,20210520133712-44933855.5335999,20210520133527-169873476.028442,20200813140240-641774833.202362
337,20210520133730-588628590.106964,20210520133527-169873476.028442,20200813140240-34356594.0856934
338,20210520133917-410036683.082581,20210520133916-634371936.321259,20200813140240-887522280.216217
339,20210520134017-149245738.983154,20210520133916-634371936.321259,20200813140240-941978275.775909
340,20210520134706-28885781.7649841,20210520133916-634371936.321259,20200813140240-777261734.008789
341,20210520134717-538246333.599091,20210520133916-634371936.321259,20200813140240-228228032.588959
342,20210520134727-826225519.180298,20210520133916-634371936.321259,20200813140240-641774833.202362
343,20210520134912-695281803.607941,20210520134912-412967801.094055,20200813140240-61015367.5079346
344,20210520135003-540913581.848145,20210520134912-412967801.094055,20200813140240-777261734.008789
345,20210520135011-619187593.460083,20210520134912-412967801.094055,20200813140240-837038218.975067
346,20210520135022-886600077.152252,20210520134912-412967801.094055,20200813140240-887522280.216217
347,20210520135029-150311291.217804,20210520134912-412967801.094055,20200813140240-941978275.775909
348,20210520135111-684062302.112579,20210520135111-190633416.175842,20200813140240-887522280.216217
349,20210520135150-807779788.970947,20210520135111-190633416.175842,20200813140240-941978275.775909
350,20210520135158-61522245.4071045,20210520135111-190633416.175842,20200813140240-61015367.5079346
351,20210520135204-463584005.832672,20210520135111-190633416.175842,20200813140240-641774833.202362
352,20210520135212-173773407.936096,20210520135111-190633416.175842,20200813140240-34356594.0856934
353,20210520142947-281503438.949585,20210520142947-395844280.719757,20200813140240-777261734.008789
354,20210520143038-909204125.404358,20210520142947-395844280.719757,20200813140240-61015367.5079346
355,20210520143044-692994534.96933,20210520142947-395844280.719757,20200813140240-887522280.216217
356,20210520143204-326143980.026245,20210520143204-223737537.86087,20200813140240-777261734.008789
357,20210520143248-325205445.289612,20210520143204-223737537.86087,20200813140240-887522280.216217
358,20210520143305-875779688.358307,20210520143204-223737537.86087,20200813140240-61015367.5079346
359,20210520145311-167762815.952301,20210520145311-16297698.0209351,20200813140240-941978275.775909
360,20210520150519-849099993.70575,20210520145311-16297698.0209351,20200813140240-777261734.008789
361,20210520150528-323554813.861847,20210520145311-16297698.0209351,20200813140240-887522280.216217
362,20210520150537-236027777.194977,20210520145311-16297698.0209351,20200813140240-61015367.5079346
363,20210520150544-374432206.15387,20210520145311-16297698.0209351,20200813140240-989627242.088318
364,20210520150638-868453681.468964,20210520150638-330300807.952881,20200813140240-61015367.5079346
365,20210520150733-742342054.843903,20210520150638-330300807.952881,20200813140240-777261734.008789
366,20210520150744-811571359.634399,20210520150638-330300807.952881,20200813140240-941978275.775909
367,20210520150750-77980577.9457092,20210520150638-330300807.952881,20200813140240-887522280.216217
368,20210520150839-592991232.872009,20210520150838-151756227.016449,20200813140240-887522280.216217
369,20210520150922-984253227.710724,20210520150838-151756227.016449,20200813140240-777261734.008789
370,20210520150933-860162436.962128,20210520150838-151756227.016449,20200813140240-61015367.5079346
371,20210520150955-378606200.218201,20210520150838-151756227.016449,20200813140240-941978275.775909
372,20210520151038-111432909.965515,20210520151037-895446240.901947,20200813140240-61015367.5079346
373,20210520151118-441216230.392456,20210520151037-895446240.901947,20200813140240-887522280.216217
374,20210520151128-382569313.049316,20210520151037-895446240.901947,20200813140240-941978275.775909
375,20210520151137-152676820.755005,20210520151037-895446240.901947,20200813140240-777261734.008789
376,20210520151415-760723590.85083,20210520151415-14017641.544342,20200813140240-61015367.5079346
377,20210520151546-373536169.528961,20210520151415-14017641.544342,20200813140240-941978275.775909
378,20210520151554-364018678.665161,20210520151415-14017641.544342,20200813140240-777261734.008789
379,20210520151601-592458248.138428,20210520151415-14017641.544342,20200813140240-887522280.216217
380,20210520152605-829801619.052887,20210520152605-279342055.32074,20200813140240-777261734.008789
381,20210520152656-695115506.649017,20210520152605-279342055.32074,20200813140240-887522280.216217
382,20210520152703-533873081.207275,20210520152605-279342055.32074,20200813140240-61015367.5079346
383,20210520152744-284480273.723602,20210520152744-798884391.784668,20200813140240-777261734.008789
384,20210520152833-979829370.975494,20210520152744-798884391.784668,20200813140240-941978275.775909
385,20210520152842-646587133.407593,20210520152744-798884391.784668,20200813140240-61015367.5079346
386,20210520152851-207561135.292053,20210520152744-798884391.784668,20200813140240-887522280.216217
387,20210520153424-378902554.512024,20210520153424-785212218.761444,20200813140240-777261734.008789
388,20210520154119-561040103.435516,20210520153424-785212218.761444,20200813140240-61015367.5079346
389,20210520154128-543360590.934753,20210520153424-785212218.761444,20200813140240-887522280.216217
390,20210520154158-502453923.225403,20210520153424-785212218.761444,20200813140240-941978275.775909
391,20210520154616-753688097.000122,20210520154615-459640800.952911,20200813140240-61015367.5079346
392,20210520154703-105452656.745911,20210520154615-459640800.952911,20200813140240-777261734.008789
393,20210520154713-544013977.050781,20210520154615-459640800.952911,20200813140240-887522280.216217
394,20210520154722-678913354.873657,20210520154615-459640800.952911,20200813140240-941978275.775909
395,20210520154857-461874365.80658,20210520154857-401842057.704926,20200813140240-777261734.008789
396,20210520155000-272946834.564209,20210520154857-401842057.704926,20200813140240-887522280.216217
397,20210520155007-272942364.215851,20210520154857-401842057.704926,20200813140240-61015367.5079346
398,20210520155014-30950605.8692932,20210520154857-401842057.704926,20200813140240-941978275.775909
399,20210520155324-44933855.5335999,20210520155324-340606570.243835,20200813140240-777261734.008789
400,20210520155408-542941153.049469,20210520155324-340606570.243835,20200813140240-941978275.775909
401,20210520155424-923445165.157318,20210520155324-340606570.243835,20200813140240-887522280.216217
402,20210520155435-219409108.161926,20210520155324-340606570.243835,20200813140240-61015367.5079346
403,20210520155604-847245514.392853,20210520155604-406421303.749084,20200813140240-777261734.008789
404,20210520155654-695281803.607941,20210520155604-406421303.749084,20200813140240-61015367.5079346
405,20210520155703-814663946.628571,20210520155604-406421303.749084,20200813140240-941978275.775909
406,20210520155710-509068131.446838,20210520155604-406421303.749084,20200813140240-887522280.216217
407,20210520155810-302497565.746307,20210520155809-370515346.5271,20200813140240-777261734.008789
408,20210520155855-875974655.151367,20210520155809-370515346.5271,20200813140240-941978275.775909
409,20210520155908-747415781.021118,20210520155809-370515346.5271,20200813140240-887522280.216217
410,20210520155916-807779788.970947,20210520155809-370515346.5271,20200813140240-61015367.5079346
411,20210520155957-173773407.936096,20210520155956-115470111.370087,20200813140240-941978275.775909
412,20210520160045-216733515.262604,20210520155956-115470111.370087,20200813140240-777261734.008789
413,20210520160059-746006906.032562,20210520155956-115470111.370087,20200813140240-61015367.5079346
414,20210520160105-15682399.2729187,20210520155956-115470111.370087,20200813140240-887522280.216217
415,20210520160446-417599201.202393,20210520160446-696100771.427155,20200813140240-777261734.008789
416,20210520160534-645951330.661774,20210520160446-696100771.427155,20200813140240-941978275.775909
417,20210520160541-77684700.4890442,20210520160446-696100771.427155,20200813140240-887522280.216217
418,20210520160631-378991246.22345,20210520160631-217799842.357635,20200813140240-941978275.775909
419,20210520160812-517255842.685699,20210520160631-217799842.357635,20200813140240-777261734.008789
420,20210520160823-64491152.7633667,20210520160631-217799842.357635,20200813140240-61015367.5079346
421,20210520160830-155435681.343079,20210520160631-217799842.357635,20200813140240-887522280.216217
422,20210520161007-518015921.115875,20210520161007-50262808.7997437,20200813140240-941978275.775909
423,20210520161059-972729027.271271,20210520161007-50262808.7997437,20200813140240-777261734.008789
424,20210520161110-123082816.6008,20210520161007-50262808.7997437,20200813140240-61015367.5079346
425,20210520161508-164234161.376953,20210520161508-167762815.952301,20200813140240-777261734.008789
426,20210520161554-497969210.147858,20210520161508-167762815.952301,20200813140240-887522280.216217
427,20210520161600-372814297.676086,20210520161508-167762815.952301,20200813140240-61015367.5079346
428,20210520161641-610432803.630829,20210520161641-878384590.148926,20200813140240-777261734.008789
429,20210520161739-868453681.468964,20210520161641-878384590.148926,20200813140240-941978275.775909
430,20210520161748-2505660.05706787,20210520161641-878384590.148926,20200813140240-61015367.5079346
431,20210520161756-702970147.132874,20210520161641-878384590.148926,20200813140240-777261734.008789
432,20210520161904-339375197.887421,20210520161904-410631656.646729,20200813140240-777261734.008789
433,20210520161946-939971148.967743,20210520161904-410631656.646729,20200813140240-61015367.5079346
434,20210520162020-759979009.628296,20210520161904-410631656.646729,20200813140240-887522280.216217
435,20210520162030-270359218.120575,20210520161904-410631656.646729,20200813140240-941978275.775909
436,20210520162123-231596648.693085,20210520162123-900333881.378174,20200813140240-777261734.008789
437,20210520162207-195534884.929657,20210520162123-900333881.378174,20200813140240-61015367.5079346
438,20210520162216-99409937.8585815,20210520162123-900333881.378174,20200813140240-887522280.216217
439,20210520162222-504459083.080292,20210520162123-900333881.378174,20200813140240-941978275.775909
440,20210521085429-961953163.146973,20210521085429-373536169.528961,20200813140240-777261734.008789
441,20210521085518-524868428.707123,20210521085429-373536169.528961,20200813140240-61015367.5079346
442,20210521085527-298165440.559387,20210521085429-373536169.528961,20200813140240-941978275.775909
443,20210521085652-589163005.35202,20210521085652-824602127.075195,20200813140240-61015367.5079346
444,20210521085733-980003237.724304,20210521085652-824602127.075195,20200813140240-777261734.008789
445,20210521085746-575183808.803558,20210521085652-824602127.075195,20200813140240-887522280.216217
446,20210521085754-284480273.723602,20210521085652-824602127.075195,20200813140240-941978275.775909
447,20210521090037-401374340.057373,20210521090037-979829370.975494,20200813140240-61015367.5079346
448,20210521090142-410073220.729828,20210521090037-979829370.975494,20200813140240-941978275.775909
449,20210521090150-326206207.275391,20210521090037-979829370.975494,20200813140240-777261734.008789
450,20210521090201-457971453.666687,20210521090037-979829370.975494,20200813140240-887522280.216217
451,20210521090304-631742417.812347,20210521090304-919377088.546753,20200813140240-777261734.008789
452,20210521090357-22629201.4122009,20210521090304-919377088.546753,20200813140240-61015367.5079346
453,20210521090404-677947700.023651,20210521090304-919377088.546753,20200813140240-941978275.775909
454,20210521090411-462980031.967163,20210521090304-919377088.546753,20200813140240-887522280.216217
455,20210521090815-60916244.9836731,20210521090815-979077935.218811,20200813140240-777261734.008789
456,20210521090927-542070209.980011,20210521090815-979077935.218811,20200813140240-61015367.5079346
457,20210521090937-506087362.766266,20210521090815-979077935.218811,20200813140240-941978275.775909
458,20210521090948-753688097.000122,20210521090815-979077935.218811,20200813140240-777261734.008789
459,20210521090956-18758356.5711975,20210521090815-979077935.218811,20200813140240-887522280.216217
460,20210521092321-544013977.050781,20210521092321-657054960.727692,20200813140240-777261734.008789
461,20210521092520-357023119.926453,20210521092321-657054960.727692,20200813140240-61015367.5079346
462,20210521092527-928785979.747772,20210521092321-657054960.727692,20200813140240-941978275.775909
463,20210521092543-401842057.704926,20210521092321-657054960.727692,20200813140240-887522280.216217
464,20210521092900-169873476.028442,20210521092859-589792549.610138,20200813140240-777261734.008789
465,20210521093158-673646688.461304,20210521092859-589792549.610138,20200813140240-61015367.5079346
466,20210521093235-322717666.625977,20210521092859-589792549.610138,20200813140240-887522280.216217
467,20210521093246-480474710.464478,20210521092859-589792549.610138,20200813140240-941978275.775909
468,20210521093344-754908323.287964,20210521093344-588628590.106964,20200813140240-777261734.008789
469,20210521093516-960422813.892365,20210521093344-588628590.106964,20200813140240-887522280.216217
470,20210521093523-620209574.699402,20210521093344-588628590.106964,20200813140240-61015367.5079346
471,20210521093533-993731319.904327,20210521093344-588628590.106964,20200813140240-941978275.775909
472,20210521093636-847245514.392853,20210521093636-406421303.749084,20200813140240-941978275.775909
473,20210521093719-339806079.864502,20210521093636-406421303.749084,20200813140240-61015367.5079346
474,20210521093728-543177008.628845,20210521093636-406421303.749084,20200813140240-777261734.008789
475,20210521093740-227781593.799591,20210521093636-406421303.749084,20200813140240-887522280.216217
476,20210521094329-292866826.057434,20210521094328-302497565.746307,20200813140240-777261734.008789
477,20210521094414-478014171.123505,20210521094328-302497565.746307,20200813140240-61015367.5079346
478,20210521094426-782138705.253601,20210521094328-302497565.746307,20200813140240-941978275.775909
479,20210521094522-793197572.231293,20210521094522-61522245.4071045,20200813140240-777261734.008789
480,20210521094630-48118889.3318176,20210521094522-61522245.4071045,20200813140240-61015367.5079346
481,20210521094640-468005657.196045,20210521094522-61522245.4071045,20200813140240-887522280.216217
482,20210521095633-494376718.997955,20210521095633-542029261.58905,20200813140240-777261734.008789
483,20210521100218-281503438.949585,20210521095633-542029261.58905,20200813140240-941978275.775909
484,20210521100318-441114664.077759,20210521100318-657256424.427032,20200813140240-941978275.775909
485,20210521100409-497070968.151093,20210521100318-657256424.427032,20200813140240-777261734.008789
486,20210521100419-784488618.373871,20210521100318-657256424.427032,20200813140240-887522280.216217
487,20210521100427-757029533.38623,20210521100318-657256424.427032,20200813140240-61015367.5079346
488,20210521100527-416648387.908936,20210521100526-875779688.358307,20200813140240-61015367.5079346
489,20210521100609-167762815.952301,20210521100526-875779688.358307,20200813140240-887522280.216217
490,20210521100618-406062722.206116,20210521100526-875779688.358307,20200813140240-777261734.008789
491,20210521100625-849099993.70575,20210521100526-875779688.358307,20200813140240-941978275.775909
492,20210521100749-218000352.38266,20210521100749-770832777.023315,20200813140240-61015367.5079346
493,20210521100918-585937917.232513,20210521100749-770832777.023315,20200813140240-941978275.775909
494,20210521100924-868453681.468964,20210521100749-770832777.023315,20200813140240-887522280.216217
495,20210521101016-840887069.702148,20210521101016-742342054.843903,20200813140240-61015367.5079346
496,20210521101232-410631656.646729,20210521101016-742342054.843903,20200813140240-941978275.775909
497,20210521101249-592991232.872009,20210521101016-742342054.843903,20200813140240-777261734.008789
498,20210521101259-114332795.143127,20210521101016-742342054.843903,20200813140240-887522280.216217
499,20210521101341-860162436.962128,20210521101340-245173931.121826,20200813140240-941978275.775909
500,20210521101427-526573181.152344,20210521101340-245173931.121826,20200813140240-61015367.5079346
501,20210521101443-900333881.378174,20210521101340-245173931.121826,20200813140240-777261734.008789
502,20210521101530-382569313.049316,20210521101530-834893286.22818,20200813140240-777261734.008789
503,20210521101737-205047190.189362,20210521101530-834893286.22818,20200813140240-887522280.216217
504,20210521101746-991402447.223663,20210521101530-834893286.22818,20200813140240-941978275.775909
505,20210521101755-891279399.394989,20210521101530-834893286.22818,20200813140240-61015367.5079346
506,20210521102027-581502735.614777,20210521102027-872118115.42511,20200813140240-777261734.008789
507,20210521102115-783374011.516571,20210521102027-872118115.42511,20200813140240-61015367.5079346
508,20210521102132-203582286.834717,20210521102027-872118115.42511,20200813140240-887522280.216217
509,20210521102218-573013365.268707,20210521102218-425485014.915466,20200813140240-887522280.216217
510,20210521102309-962678253.650665,20210521102218-425485014.915466,20200813140240-61015367.5079346
511,20210521102318-989428222.179413,20210521102218-425485014.915466,20200813140240-777261734.008789
512,20210521102329-692547857.761383,20210521102218-425485014.915466,20200813140240-941978275.775909
513,20210521102405-375816047.19162,20210521102404-309617519.378662,20200813140240-777261734.008789
514,20210521102450-658763289.451599,20210521102404-309617519.378662,20200813140240-61015367.5079346
515,20210521102507-748532712.459564,20210521102404-309617519.378662,20200813140240-941978275.775909
516,20210521102557-294659018.516541,20210521102556-14221131.8016052,20200813140240-777261734.008789
517,20210521102637-793596684.932709,20210521102556-14221131.8016052,20200813140240-941978275.775909
518,20210521102652-73371052.7420044,20210521102556-14221131.8016052,20200813140240-887522280.216217
519,20210521102658-499257028.102875,20210521102556-14221131.8016052,20200813140240-61015367.5079346
520,20210521102704-984649658.203125,20210521102556-14221131.8016052,20200813140240-989627242.088318
521,20210521102748-18808901.309967,20210521102747-283559679.985046,20200813140240-777261734.008789
522,20210521102826-42947709.5603943,20210521102747-283559679.985046,20200813140240-941978275.775909
523,20210521102834-517693161.964417,20210521102747-283559679.985046,20200813140240-61015367.5079346
524,20210521102840-770071864.128113,20210521102747-283559679.985046,20200813140240-989627242.088318
525,20210521104016-35440087.3184204,20210521104016-791464030.742645,20200813140240-777261734.008789
526,20210521104137-14581799.5071411,20210521104016-791464030.742645,20200813140240-61015367.5079346
527,20210521104148-9418427.94418335,20210521104016-791464030.742645,20200813140240-941978275.775909
528,20210521104155-293299674.987793,20210521104016-791464030.742645,20200813140240-61015367.5079346
529,20210521104247-412355005.741119,20210521104247-314812541.007996,20200813140240-777261734.008789
530,20210521104412-763420164.585114,20210521104247-314812541.007996,20200813140240-941978275.775909
531,20210521104421-416878998.279572,20210521104247-314812541.007996,20200813140240-61015367.5079346
532,20210521104431-192306995.391846,20210521104247-314812541.007996,20200813140240-887522280.216217
533,20210521104522-236920356.750488,20210521104522-184224188.327789,20200813140240-777261734.008789
534,20210521104612-308465480.804443,20210521104522-184224188.327789,20200813140240-61015367.5079346
535,20210521104811-204305648.803711,20210521104810-355577528.476715,20200813140240-777261734.008789
536,20210521104857-838558077.812195,20210521104810-355577528.476715,20200813140240-61015367.5079346
537,20210521104915-380592286.586761,20210521104810-355577528.476715,20200813140240-941978275.775909
538,20210521105021-340388536.453247,20210521105021-899490654.468536,20200813140240-61015367.5079346
539,20210521105115-278057157.993317,20210521105021-899490654.468536,20200813140240-777261734.008789
540,20210521105129-318967700.004578,20210521105021-899490654.468536,20200813140240-941978275.775909
541,20210521105206-597795426.845551,20210521105206-452828168.869019,20200813140240-777261734.008789
542,20210521105302-190213680.267334,20210521105206-452828168.869019,20200813140240-887522280.216217
543,20210521105309-600487530.231476,20210521105206-452828168.869019,20200813140240-61015367.5079346
544,20210521105327-760492324.829102,20210521105206-452828168.869019,20200813140240-941978275.775909
545,20210521105335-509116470.813751,20210521105206-452828168.869019,20200813140240-34356594.0856934
546,20210521105438-582826733.589172,20210521105437-518669784.069061,20200813140240-777261734.008789
547,20210521105535-375399231.910706,20210521105437-518669784.069061,20200813140240-61015367.5079346
548,20210521105557-336043834.686279,20210521105437-518669784.069061,20200813140240-34356594.0856934
549,20210521105609-43932735.9199524,20210521105437-518669784.069061,20200813140240-941978275.775909
550,20210521105622-755260467.529297,20210521105437-518669784.069061,20200813140240-887522280.216217
551,20210521110555-462500154.972076,20210521110555-410402178.764343,20200813140240-61015367.5079346
552,20210521110746-711056768.894196,20210521110555-410402178.764343,20200813140240-777261734.008789
553,20210521110800-363467097.28241,20210521110555-410402178.764343,20200813140240-941978275.775909
554,20210521110814-212330937.385559,20210521110555-410402178.764343,20200813140240-887522280.216217
555,20210521110922-153209030.628204,20210521110922-44667840.0039673,20200813140240-777261734.008789
556,20210521111054-387536823.749542,20210521110922-44667840.0039673,20200813140240-61015367.5079346
557,20210521111105-311911761.760712,20210521110922-44667840.0039673,20200813140240-887522280.216217
558,20210521111117-606938242.912292,20210521110922-44667840.0039673,20200813140240-941978275.775909
559,20210521111132-394446194.171906,20210521110922-44667840.0039673,20200813140240-34356594.0856934
560,20210521111220-835960030.555725,20210521111219-432827174.663544,20200813140240-61015367.5079346
561,20210521111321-965725421.905518,20210521111219-432827174.663544,20200813140240-777261734.008789
562,20210521111344-505815804.004669,20210521111219-432827174.663544,20200813140240-887522280.216217
563,20210521111351-451239466.667175,20210521111219-432827174.663544,20200813140240-941978275.775909
564,20210521111432-981264114.379883,20210521111432-314039289.951324,20200813140240-777261734.008789
565,20210521111513-702290117.740631,20210521111432-314039289.951324,20200813140240-61015367.5079346
566,20210521111523-249973237.514496,20210521111432-314039289.951324,20200813140240-887522280.216217
567,20210521111559-969412267.208099,20210521111559-133155107.498169,20200813140240-777261734.008789
568,20210521111657-431542336.940765,20210521111559-133155107.498169,20200813140240-61015367.5079346
